2017-08-03,205.91,207.64,205.12,207.62,2054236,MMM
2017-08-03,49.26,49.29,48.93,49.16,4365652,ABT
2017-08-03,70.61,71.01,70.36,70.99,4400362,ABBV
2017-08-03,129.22,130.28,127.99,130.02,3560416,ACN
2017-08-03,63.01,64.06,61.76,63.97,12368366,ATVI
2017-08-03,200.05,201.91,198.44,200.0,259841,AYI
2017-08-03,147.47,147.98,145.68,147.79,1510601,ADBE
2017-08-03,13.42,13.52,13.08,13.24,52557354,AMD
2017-08-03,114.27,115.4,110.45,110.53,1812661,AAP
2017-08-03,11.14,11.24,11.06,11.12,7349194,AES
2017-08-03,160.69,160.99,156.22,158.54,3620903,AET
2017-08-03,180.65,181.0,179.0,180.18,419564,AMG
2017-08-03,81.08,81.45,80.81,80.97,1265578,AFL
2017-08-03,60.15,60.44,59.97,60.37,983246,A
2017-08-03,148.47,148.6,146.7,146.92,1860314,APD
2017-08-03,47.56,48.19,47.46,48.04,1871311,AKAM
2017-08-03,85.41,86.04,84.42,84.99,979516,ALK
2017-08-03,119.79,119.96,118.48,118.8,1321714,ALB
2017-08-03,120.34,121.84,119.54,120.78,388709,ARE
2017-08-03,138.13,138.44,135.59,136.72,1057928,ALXN
2017-08-03,168.09,170.62,167.59,170.46,757044,ALGN
2017-08-03,80.99,81.11,80.14,80.76,372257,ALLE
2017-08-03,248.0,252.27,243.01,250.36,3414589,AGN
2017-08-03,240.21,241.34,239.0,239.99,378704,ADS
2017-08-03,40.74,41.15,40.74,41.09,1147746,LNT
2017-08-03,93.9,94.0,93.09,93.93,2053841,ALL
2017-08-03,949.1,950.0,939.44,940.3,1123921,GOOGL
2017-08-03,930.34,932.24,922.24,923.65,1202512,GOOG
2017-08-03,65.86,66.11,65.38,65.54,13837063,MO
2017-08-03,999.47,999.5,984.59,986.92,3255764,AMZN
2017-08-03,56.55,57.0,56.4,57.0,1611171,AEE
2017-08-03,50.56,51.2,50.36,50.55,3231366,AAL
2017-08-03,70.75,71.2,70.61,71.2,1794562,AEP
2017-08-03,85.24,85.88,85.14,85.54,2381825,AXP
2017-08-03,66.08,67.3,65.1,66.06,8492625,AIG
2017-08-03,81.25,81.54,79.77,80.65,1203928,AWK
2017-08-03,144.72,147.03,144.72,146.25,919998,AMP
2017-08-03,84.11,85.33,80.51,81.71,7434738,ABC
2017-08-03,64.34,64.95,63.81,64.4,1078338,AME
2017-08-03,173.52,174.71,173.26,174.18,1725912,AMGN
2017-08-03,77.74,78.38,77.56,77.83,2098026,APH
2017-08-03,44.63,44.69,43.47,43.77,6638964,APC
2017-08-03,78.67,78.99,77.73,77.94,2162931,ADI
2017-08-03,99.21,99.44,97.09,97.72,1644280,ANDV
2017-08-03,123.84,126.14,121.37,123.39,1215951,ANSS
2017-08-03,189.28,191.83,188.96,191.44,1155301,ANTM
2017-08-03,139.18,139.37,138.0,138.97,1429699,AON
2017-08-03,54.4,54.45,53.81,54.26,776431,AOS
2017-08-03,47.2,47.2,43.24,44.06,11183990,APA
2017-08-03,45.45,45.89,45.14,45.53,1143875,AIV
2017-08-03,157.05,157.21,155.02,155.57,27097296,AAPL
2017-08-03,42.7,43.12,42.31,42.7,11475763,AMAT
2017-08-03,42.57,43.2,42.27,42.62,3389194,ADM
2017-08-03,24.84,25.36,24.65,25.33,4895936,ARNC
2017-08-03,59.08,59.08,58.57,58.65,491547,AJG
2017-08-03,103.5,104.34,103.11,103.84,394498,AIZ
2017-08-03,38.23,38.5,38.15,38.28,18852222,T
2017-08-03,107.95,108.5,105.6,107.88,2255620,ADSK
2017-08-03,113.69,113.85,111.0,111.77,9003417,ADP
2017-08-03,540.55,543.72,528.54,529.29,389439,AZO
2017-08-03,188.0,190.85,184.74,187.81,1108280,AVB
2017-08-03,94.08,94.31,93.03,93.27,486741,AVY
2017-08-03,35.26,35.51,35.07,35.31,3200150,BHGE
2017-08-03,41.8,42.09,40.16,40.61,4254534,BLL
2017-08-03,24.55,24.6,24.32,24.37,53210566,BAC
2017-08-03,53.82,53.95,53.67,53.82,2849092,BK
2017-08-03,317.83,319.52,316.65,319.37,494419,BCR
2017-08-03,59.1,59.79,58.81,59.59,2017949,BAX
2017-08-03,47.81,47.99,47.64,47.84,2861420,BBT
2017-08-03,192.95,199.52,192.34,198.9,2570424,BDX
2017-08-03,177.5,179.0,177.44,178.99,2856181,BRK.B
2017-08-03,59.41,60.51,59.31,59.69,2213424,BBY
2017-08-03,288.85,289.01,285.0,286.09,882802,BIIB
2017-08-03,424.35,427.09,424.0,426.01,442000,BLK
2017-08-03,30.51,30.69,30.38,30.54,2207749,HRB
2017-08-03,237.06,239.59,236.04,238.25,5112697,BA
2017-08-03,45.99,46.76,45.82,45.88,2074133,BWA
2017-08-03,121.85,123.82,121.85,123.71,694803,BXP
2017-08-03,26.48,26.79,26.4,26.74,5046593,BSX
2017-08-03,65.0,65.5,63.5,64.0,34296,BHF
2017-08-03,55.1,55.88,55.08,55.5,5484412,BMY
2017-08-03,252.81,253.0,247.23,250.29,2344651,AVGO
2017-08-03,49.22,49.22,47.98,48.52,746124,BF.B
2017-08-03,65.41,65.73,64.93,65.7,1107023,CHRW
2017-08-03,31.75,32.15,31.37,31.85,4723191,CA
2017-08-03,24.67,24.98,24.26,24.57,6494334,COG
2017-08-03,52.75,53.27,52.62,53.01,1468098,CPB
2017-08-03,85.31,85.63,84.49,84.59,2504963,COF
2017-08-03,70.16,70.49,68.32,69.36,4095831,CAH
2017-08-03,94.79,95.25,94.35,94.99,756154,CBOE
2017-08-03,65.74,66.5,65.44,65.54,932019,KMX
2017-08-03,67.11,68.02,67.11,67.42,3225378,CCL
2017-08-03,112.85,113.72,112.85,113.56,2438868,CAT
2017-08-03,37.74,37.96,37.41,37.44,1292228,CBG
2017-08-03,64.86,65.34,64.29,64.83,1948150,CBS
2017-08-03,135.5,136.85,134.57,135.9,2838895,CELG
2017-08-03,81.79,83.24,81.64,83.19,1283228,CNC
2017-08-03,27.64,28.54,27.61,28.47,2869462,CNP
2017-08-03,23.36,23.41,21.62,22.44,23962906,CTL
2017-08-03,63.9,64.29,63.25,63.58,1753596,CERN
2017-08-03,28.39,30.78,27.77,30.71,9932048,CF
2017-08-03,42.83,43.02,42.59,42.88,5884033,SCHW
2017-08-03,384.54,387.41,383.29,384.3,1006645,CHTR
2017-08-03,4.78,4.78,4.5,4.5,65455824,CHK
2017-08-03,110.23,110.45,109.05,109.43,5605443,CVX
2017-08-03,351.84,355.48,345.15,345.36,922606,CMG
2017-08-03,148.99,150.09,148.67,149.87,1760098,CB
2017-08-03,50.97,52.07,50.8,51.77,2581192,CHD
2017-08-03,175.85,177.24,174.96,176.05,1574016,CI
2017-08-03,98.03,98.15,92.61,92.89,1880656,XEC
