2017-08-11,206.85,206.85,205.63,205.98,1452811,MMM
2017-08-11,48.24,48.77,48.06,48.54,3978902,ABT
2017-08-11,70.74,71.01,70.43,70.63,3248300,ABBV
2017-08-11,128.67,128.71,128.12,128.2,1105546,ACN
2017-08-11,60.26,61.08,59.77,60.74,5571259,ATVI
2017-08-11,184.56,186.07,182.92,185.69,376085,AYI
2017-08-11,145.25,147.1,144.18,146.47,1382926,ADBE
2017-08-11,12.04,12.39,11.88,12.23,63558840,AMD
2017-08-11,106.09,107.47,105.24,107.34,1903503,AAP
2017-08-11,11.34,11.34,11.0,11.1,4799981,AES
2017-08-11,152.81,153.17,151.78,152.15,1791311,AET
2017-08-11,176.02,177.8,174.14,175.23,414171,AMG
2017-08-11,80.67,81.23,80.67,80.75,1372192,AFL
2017-08-11,58.7,59.7,58.69,59.33,1511552,A
2017-08-11,143.81,145.79,143.81,144.6,1068556,APD
2017-08-11,46.38,46.62,46.18,46.37,1422763,AKAM
2017-08-11,83.61,84.96,83.3,84.47,1137003,ALK
2017-08-11,110.0,110.28,108.6,109.36,2138074,ALB
2017-08-11,119.68,120.39,119.05,119.55,296731,ARE
2017-08-11,132.68,134.02,131.15,132.93,1312700,ALXN
2017-08-11,171.76,175.16,171.48,173.56,719970,ALGN
2017-08-11,78.93,79.77,78.63,79.28,354138,ALLE
2017-08-11,231.93,235.0,231.28,232.88,1820899,AGN
2017-08-11,221.42,223.41,220.77,222.64,548404,ADS
2017-08-11,41.59,41.59,41.29,41.37,1407025,LNT
2017-08-11,94.09,94.45,93.91,93.95,1111370,ALL
2017-08-11,923.71,933.36,921.22,930.09,1616708,GOOGL
2017-08-11,907.97,917.78,905.58,914.39,1206782,GOOG
2017-08-11,65.08,65.2,64.12,64.31,7275652,MO
2017-08-11,960.0,970.39,951.38,967.99,3468017,AMZN
2017-08-11,58.45,58.49,57.78,57.95,1106419,AEE
2017-08-11,48.5,48.78,47.44,48.35,5610688,AAL
2017-08-11,71.34,71.34,70.37,70.56,2007613,AEP
2017-08-11,84.76,84.86,83.97,84.29,3078650,AXP
2017-08-11,63.14,63.21,62.51,62.65,3676269,AIG
2017-08-11,81.21,81.25,80.25,80.72,497234,AWK
2017-08-11,144.41,145.1,143.04,143.36,1009673,AMP
2017-08-11,78.83,80.31,78.73,80.02,2214779,ABC
2017-08-11,62.61,63.02,62.41,62.58,711889,AME
2017-08-11,169.82,170.63,168.76,169.43,1571584,AMGN
2017-08-11,78.01,78.17,77.71,77.97,1101411,APH
2017-08-11,43.57,44.04,43.18,43.54,3788050,APC
2017-08-11,76.76,78.29,76.41,78.04,1919352,ADI
2017-08-11,93.55,94.73,93.21,94.42,1272554,ANDV
2017-08-11,123.23,123.76,122.45,122.95,324084,ANSS
