2017-08-07,207.9,208.4,206.68,207.44,1172563,MMM
2017-08-07,49.26,49.38,49.1,49.3,2898337,ABT
2017-08-07,70.94,71.23,70.64,71.22,3551071,ABBV
2017-08-07,129.83,130.35,129.38,129.68,952917,ACN
2017-08-07,62.14,62.85,61.8,62.51,7287073,ATVI
2017-08-07,199.63,199.71,197.27,197.76,365208,AYI
2017-08-07,147.74,148.9,147.54,148.44,1455624,ADBE
2017-08-07,13.33,13.57,13.27,13.43,57486768,AMD
2017-08-07,110.86,111.17,108.2,109.49,1435339,AAP
2017-08-07,11.08,11.28,11.07,11.1,6061879,AES
2017-08-07,156.78,157.79,156.33,156.99,1283443,AET
2017-08-07,180.63,182.1,179.36,180.63,347891,AMG
2017-08-07,81.14,81.55,80.91,81.1,1277131,AFL
2017-08-07,60.16,60.89,60.0,60.87,975738,A
2017-08-07,147.94,147.94,146.93,147.3,866605,APD
2017-08-07,47.96,47.98,47.22,47.31,1580112,AKAM
2017-08-07,86.15,86.68,85.81,86.0,838598,ALK
2017-08-07,120.62,123.48,120.0,123.08,3815419,ALB
2017-08-07,120.66,120.72,119.55,120.58,331698,ARE
2017-08-07,136.33,139.07,135.32,138.33,1357248,ALXN
2017-08-07,169.49,174.82,169.48,174.01,1088097,ALGN
2017-08-07,81.33,82.06,80.82,81.99,321388,ALLE
2017-08-07,242.69,243.21,240.95,241.22,1519626,AGN
2017-08-07,238.54,240.57,238.45,238.97,273481,ADS
2017-08-07,41.11,41.32,41.03,41.28,651531,LNT
2017-08-07,94.22,94.59,94.09,94.24,1667206,ALL
2017-08-07,947.52,948.96,943.5,945.75,1445754,GOOGL
2017-08-07,929.06,931.7,926.5,929.36,1032239,GOOG
2017-08-07,65.52,66.08,65.38,65.99,5962309,MO
2017-08-07,990.65,995.0,987.14,992.27,2676607,AMZN
2017-08-07,57.57,58.15,57.55,57.94,2400693,AEE
2017-08-07,50.82,51.13,50.46,50.58,3016726,AAL
2017-08-07,70.88,71.39,70.64,71.39,2007009,AEP
