reporting_period,registrant_cik,registrant_name,series_name,series_id,series_category_name,class_name,class_id,investment_advisor,class_ticker_symbol,Subadvisor_name
31-Oct-17,1217286,JPMorgan 100 Percent U.S. Treasury Securities Money Market Fund,JPMorgan 100% U.S. Treasury Securities Money Market Fund,S000002965,Exempt Government,Capital,C000008117,J.P. Morgan Investment Management Inc.,CJTXX,
31-Oct-17,1217286,JPMorgan 100 Percent U.S. Treasury Securities Money Market Fund,JPMorgan 100% U.S. Treasury Securities Money Market Fund,S000002965,Exempt Government,Morgan,C000008118,J.P. Morgan Investment Management Inc.,HTSXX,
31-Oct-17,1217286,JPMorgan 100 Percent U.S. Treasury Securities Money Market Fund,JPMorgan 100% U.S. Treasury Securities Money Market Fund,S000002965,Exempt Government,Premier,C000008119,J.P. Morgan Investment Management Inc.,VHPXX,
31-Oct-17,1217286,JPMorgan 100 Percent U.S. Treasury Securities Money Market Fund,JPMorgan 100% U.S. Treasury Securities Money Market Fund,S000002965,Exempt Government,Reserve,C000008120,J.P. Morgan Investment Management Inc.,RJTXX,
31-Oct-17,1217286,JPMorgan 100 Percent U.S. Treasury Securities Money Market Fund,JPMorgan 100% U.S. Treasury Securities Money Market Fund,S000002965,Exempt Government,Agency,C000008121,J.P. Morgan Investment Management Inc.,VPIXX,
31-Oct-17,1217286,JPMorgan California Municipal Money Market Fund,JPMorgan California Municipal Money Market Fund,S000002966,Single State,Morgan,C000008122,J.P. Morgan Investment Management Inc.,VCAXX,
31-Oct-17,1217286,JPMorgan California Municipal Money Market Fund,JPMorgan California Municipal Money Market Fund,S000002966,Single State,Service,C000073382,J.P. Morgan Investment Management Inc.,JCVXX,
31-Oct-17,1217286,JPMorgan California Municipal Money Market Fund,JPMorgan California Municipal Money Market Fund,S000002966,Single State,Premier,C000165403,J.P. Morgan Investment Management Inc.,JCRXX,
31-Oct-17,1217286,JPMorgan California Municipal Money Market Fund,JPMorgan California Municipal Money Market Fund,S000002966,Single State,Eagle Class,C000171129,J.P. Morgan Investment Management Inc.,JCYXX,
31-Oct-17,1217286,JPMorgan Federal Money Market Fund,JPMorgan Federal Money Market Fund,S000002967,Exempt Government,Institutional Class,C000008123,J.P. Morgan Investment Management Inc.,JFMXX,
31-Oct-17,1217286,JPMorgan Federal Money Market Fund,JPMorgan Federal Money Market Fund,S000002967,Exempt Government,Morgan,C000008124,J.P. Morgan Investment Management Inc.,VFVXX,
31-Oct-17,1217286,JPMorgan Federal Money Market Fund,JPMorgan Federal Money Market Fund,S000002967,Exempt Government,Premier,C000008125,J.P. Morgan Investment Management Inc.,VFPXX,
31-Oct-17,1217286,JPMorgan Federal Money Market Fund,JPMorgan Federal Money Market Fund,S000002967,Exempt Government,Agency,C000008127,J.P. Morgan Investment Management Inc.,VFIXX,
31-Oct-17,1217286,JPMorgan New York Municipal Money Market Fund,JPMorgan New York Municipal Money Market Fund,S000002968,Single State,Morgan,C000008128,J.P. Morgan Investment Management Inc.,VNYXX,
31-Oct-17,1217286,JPMorgan New York Municipal Money Market Fund,JPMorgan New York Municipal Money Market Fund,S000002968,Single State,Reserve,C000008129,J.P. Morgan Investment Management Inc.,JNYXX,
31-Oct-17,1217286,JPMorgan New York Municipal Money Market Fund,JPMorgan New York Municipal Money Market Fund,S000002968,Single State,Service,C000073383,J.P. Morgan Investment Management Inc.,JNVXX,
31-Oct-17,1217286,JPMorgan New York Municipal Money Market Fund,JPMorgan New York Municipal Money Market Fund,S000002968,Single State,Premier,C000165406,J.P. Morgan Investment Management Inc.,JNPXX,
31-Oct-17,1217286,JPMorgan New York Municipal Money Market Fund,JPMorgan New York Municipal Money Market Fund,S000002968,Single State,Eagle Class,C000171130,J.P. Morgan Investment Management Inc.,JNQXX,
31-Oct-17,1217286,JPMorgan Prime Money Market Fund,JPMorgan Prime Money Market Fund,S000002969,Prime,Institutional Class,C000008130,J.P. Morgan Investment Management Inc.,JINXX,
31-Oct-17,1217286,JPMorgan Prime Money Market Fund,JPMorgan Prime Money Market Fund,S000002969,Prime,Class C,C000008133,J.P. Morgan Investment Management Inc.,JXCXX,
31-Oct-17,1217286,JPMorgan Prime Money Market Fund,JPMorgan Prime Money Market Fund,S000002969,Prime,Capital,C000008134,J.P. Morgan Investment Management Inc.,CJPXX,
31-Oct-17,1217286,JPMorgan Prime Money Market Fund,JPMorgan Prime Money Market Fund,S000002969,Prime,Morgan,C000008135,J.P. Morgan Investment Management Inc.,VMVXX,
31-Oct-17,1217286,JPMorgan Prime Money Market Fund,JPMorgan Prime Money Market Fund,S000002969,Prime,Premier,C000008136,J.P. Morgan Investment Management Inc.,VPMXX,
31-Oct-17,1217286,JPMorgan Prime Money Market Fund,JPMorgan Prime Money Market Fund,S000002969,Prime,Reserve,C000008137,J.P. Morgan Investment Management Inc.,JRVXX,
31-Oct-17,1217286,JPMorgan Prime Money Market Fund,JPMorgan Prime Money Market Fund,S000002969,Prime,Agency,C000008138,J.P. Morgan Investment Management Inc.,VMIXX,
31-Oct-17,1217286,JPMorgan Prime Money Market Fund,JPMorgan Prime Money Market Fund,S000002969,Prime,IM,C000115390,J.P. Morgan Investment Management Inc.,JIMXX,
31-Oct-17,1217286,JPMorgan Tax Free Money Market Fund,JPMorgan Tax Free Money Market Fund,S000002970,Other Tax Exempt,Institutional Class,C000008139,J.P. Morgan Investment Management Inc.,JTFXX,
31-Oct-17,1217286,JPMorgan Tax Free Money Market Fund,JPMorgan Tax Free Money Market Fund,S000002970,Other Tax Exempt,Morgan,C000008140,J.P. Morgan Investment Management Inc.,VTMXX,
31-Oct-17,1217286,JPMorgan Tax Free Money Market Fund,JPMorgan Tax Free Money Market Fund,S000002970,Other Tax Exempt,Premier,C000008141,J.P. Morgan Investment Management Inc.,VXPXX,
31-Oct-17,1217286,JPMorgan Tax Free Money Market Fund,JPMorgan Tax Free Money Market Fund,S000002970,Other Tax Exempt,Reserve,C000008142,J.P. Morgan Investment Management Inc.,RTJXX,
31-Oct-17,1217286,JPMorgan Tax Free Money Market Fund,JPMorgan Tax Free Money Market Fund,S000002970,Other Tax Exempt,Agency,C000008143,J.P. Morgan Investment Management Inc.,VTIXX,
31-Oct-17,356013,RETIREMENT SERIES TRUST,RETIREMENT RESERVES MONEY FUND OF RETIREMENT SERIES TRUST,S000002986,Exempt Government,Class I,C000008214,"BlackRock Advisors, LLC",,
31-Oct-17,356013,RETIREMENT SERIES TRUST,RETIREMENT RESERVES MONEY FUND OF RETIREMENT SERIES TRUST,S000002986,Exempt Government,Class II,C000008215,"BlackRock Advisors, LLC",,
31-Oct-17,814079,Funds For Institutions Series,BlackRock Premier Government Institutional Fund,S000003009,Exempt Government,BlackRock Premier Government Institutional Fund,C000008266,"BlackRock Advisors, LLC",,
31-Oct-17,,,BlackRock Treasury Strategies Institutional Fund,S000003010,Exempt Government,BlackRock Treasury Strategies Institutional Fund,C000008267,,,
31-Oct-17,814079,FUNDS FOR INSTITUTIONS SERIES,FFI Government Fund,S000003012,Exempt Government,FFI Government Fund,C000008269,"BlackRock Advisors, LLC",,
31-Oct-17,814079,FUNDS FOR INSTITUTIONS SERIES,FFI Treasury Fund,S000003013,Exempt Government,FFI Treasury Fund,C000008270,"BlackRock Advisors, LLC",,
31-Oct-17,203002,DAVIS SERIES INC,Davis Government Money Market Fund,S000003444,Exempt Government,Class C,C000009536,"Davis Selected Advisers, L.P.",,"Davis Selected Advisers-NY, Inc."
31-Oct-17,203002,DAVIS SERIES INC,Davis Government Money Market Fund,S000003444,Exempt Government,Class Y,C000009537,"Davis Selected Advisers, L.P.",,"Davis Selected Advisers-NY, Inc."
31-Oct-17,203002,DAVIS SERIES INC,Davis Government Money Market Fund,S000003444,Exempt Government,Class A,C000009538,"Davis Selected Advisers, L.P.",RPGXX,"Davis Selected Advisers-NY, Inc."
31-Oct-17,1161852,MASTER INSTITUTIONAL MONEY MARKET LLC,Master Premier Government Institutional Portfolio,S000003503,Exempt Government,Master Premier Government Institutional Portfolio,C000009704,"BlackRock Advisors, LLC",,
31-Oct-17,1161852,MASTER INSTITUTIONAL MONEY MARKET LLC,Master Treasury Strategies Institutional Portfolio,S000003504,Exempt Government,Master Treasury Strategies Institutional Portfolio,C000009705,"BlackRock Advisors, LLC",,
31-Oct-17,702435,Meeder Funds,Meeder Prime Money Market Fund,S000003618,Prime,Meeder Prime Money Market Fund,C000010076,"Meeder Asset Management, Inc.",FFMXX,
31-Oct-17,899148,RYDEX SERIES FUNDS,U.S. Government Money Market Fund,S000003657,Exempt Government,Money Market Class Shares,C000113321,Guggenheim Investments,RYFXX,
31-Oct-17,1064046,RYDEX VARIABLE TRUST,U.S. Government Money Market Fund,S000003710,Exempt Government,Variable Annuity,C000010379,Guggenheim Investments,,
31-Oct-17,927972,MASSMUTUAL PREMIER FUNDS,MassMutual Premier U.S. Government Money Market Fund,S000003784,Exempt Government,Class R5,C000010511,"MML Investment Advisers, LLC",MKSXX,Barings LLC
31-Oct-17,1317146,MML Series Investment Fund II,MML U.S. Government Money Market Fund,S000003835,Exempt Government,Initial Class,C000010691,"MML Investment Advisers, LLC",,Barings LLC
31-Oct-17,319108,"BLACKROCK SERIES FUNDS, INC.",BlackRock Government Money Market Portfolio,S000003870,Exempt Government,BlackRock Government Money Market Portfolio,C000010836,"BlackRock Advisors, LLC",,
31-Oct-17,822671,PUTNAM VARIABLE TRUST,Putnam VT Government Money Market Fund,S000003882,Exempt Government,Class IA Shares,C000010859,"Putnam Investment Management, LLC",,Putnam Investment Limited
31-Oct-17,822671,PUTNAM VARIABLE TRUST,Putnam VT Government Money Market Fund,S000003882,Exempt Government,Class IB Shares,C000010860,"Putnam Investment Management, LLC",,Putnam Investment Limited
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Liquid Assets Money Market Fund,S000003905,Prime,Institutional Class,C000010918,J.P. Morgan Investment Management Inc.,IJLXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Liquid Assets Money Market Fund,S000003905,Prime,Class C,C000010921,J.P. Morgan Investment Management Inc.,OPCXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Liquid Assets Money Market Fund,S000003905,Prime,Capital,C000010922,J.P. Morgan Investment Management Inc.,CJLXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Liquid Assets Money Market Fund,S000003905,Prime,Morgan,C000010923,J.P. Morgan Investment Management Inc.,MJLXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Liquid Assets Money Market Fund,S000003905,Prime,Premier,C000010924,J.P. Morgan Investment Management Inc.,PJLXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Liquid Assets Money Market Fund,S000003905,Prime,Reserve,C000010925,J.P. Morgan Investment Management Inc.,HPIXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Liquid Assets Money Market Fund,S000003905,Prime,Agency,C000010926,J.P. Morgan Investment Management Inc.,AJLXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Liquid Assets Money Market Fund,S000003905,Prime,Investor,C000010927,J.P. Morgan Investment Management Inc.,HLPXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Municipal Money Market Fund,S000003906,Other Tax Exempt,Institutional Class,C000010928,J.P. Morgan Investment Management Inc.,IJMXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Municipal Money Market Fund,S000003906,Other Tax Exempt,Morgan,C000010929,J.P. Morgan Investment Management Inc.,MJMXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Municipal Money Market Fund,S000003906,Other Tax Exempt,Premier,C000010930,J.P. Morgan Investment Management Inc.,HTOXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Municipal Money Market Fund,S000003906,Other Tax Exempt,Agency,C000010932,J.P. Morgan Investment Management Inc.,JMAXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Municipal Money Market Fund,S000003906,Other Tax Exempt,Service,C000010933,J.P. Morgan Investment Management Inc.,SJMXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan Municipal Money Market Fund,S000003906,Other Tax Exempt,Eagle Class,C000171131,J.P. Morgan Investment Management Inc.,MSJXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Institutional Class,C000010940,J.P. Morgan Investment Management Inc.,IJGXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Capital,C000010941,J.P. Morgan Investment Management Inc.,OGVXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Morgan,C000010942,J.P. Morgan Investment Management Inc.,MJGXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Premier,C000010943,J.P. Morgan Investment Management Inc.,OGSXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Reserve,C000010944,J.P. Morgan Investment Management Inc.,RJGXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Agency,C000010945,J.P. Morgan Investment Management Inc.,OGAXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Service,C000010946,J.P. Morgan Investment Management Inc.,SJGXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Investor,C000078417,J.P. Morgan Investment Management Inc.,JGMXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Direct,C000078597,J.P. Morgan Investment Management Inc.,JGDXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Eagle Class,C000111395,J.P. Morgan Investment Management Inc.,JJGXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,IM,C000115393,J.P. Morgan Investment Management Inc.,MGMXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,E*TRADE Class,C000165407,J.P. Morgan Investment Management Inc.,JUSXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Government Money Market Fund,S000003909,Exempt Government,Eagle Private Wealth Class,C000191013,J.P. Morgan Investment Management Inc.,AIKXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Institutional Class,C000010947,J.P. Morgan Investment Management Inc.,IJTXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Class C,C000010949,J.P. Morgan Investment Management Inc.,OTCXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Morgan,C000010950,J.P. Morgan Investment Management Inc.,MJTXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Premier,C000010951,J.P. Morgan Investment Management Inc.,PJTXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Reserve,C000010952,J.P. Morgan Investment Management Inc.,HTIXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Agency,C000010953,J.P. Morgan Investment Management Inc.,AJTXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Investor,C000010954,J.P. Morgan Investment Management Inc.,HGOXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Direct,C000078598,J.P. Morgan Investment Management Inc.,JUDXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,IM,C000115394,J.P. Morgan Investment Management Inc.,MJPXX,
31-Oct-17,763852,JPMORGAN TRUST II,JPMorgan U.S. Treasury Plus Money Market Fund,S000003910,Exempt Government,Capital,C000165408,J.P. Morgan Investment Management Inc.,JTCXX,
31-Oct-17,,,GOVERNMENT MONEY MARKET PROFUND,S000003950,Exempt Government,GOVERNMENT MONEY MARKET PROFUND INVESTOR CLASS,C000011076,,MPIXX,
31-Oct-17,,,GOVERNMENT MONEY MARKET PROFUND,S000003950,Exempt Government,GOVERNMENT MONEY MARKET PROFUND SERVICE CLASS,C000011077,,MPSXX,
31-Oct-17,1039803,PROFUNDS,PROFUND VP GOVERNMENT MONEY MARKET,S000003985,Exempt Government,PROFUND VP GOVERNMENT MONEY MARKET,C000011112,ProFund Advisors LLC,,
31-Oct-17,353281,BLACKROCK FINANCIAL INSTITUTIONS SERIES TRUST,BlackRock Summit Cash Reserves Fund,S000004031,Exempt Government,Investor A,C000011303,"BlackRock Advisors, LLC",,
31-Oct-17,353281,BLACKROCK FINANCIAL INSTITUTIONS SERIES TRUST,BlackRock Summit Cash Reserves Fund,S000004031,Exempt Government,Investor B,C000011304,"BlackRock Advisors, LLC",,
31-Oct-17,1165382,ACTIVE ASSETS GOVERNMENT TRUST,ACTIVE ASSETS GOVERNMENT TRUST,S000004041,Exempt Government,ACTIVE ASSETS GOVERNMENT TRUST,C000011326,"Morgan Stanley Investment Advisors, Inc.",aisxx,
31-Oct-17,1096962,ACTIVE ASSETS PRIME TRUST,ACTIVE ASSETS PRIME TRUST,S000004042,Prime,Class S,C000011327,"Morgan Stanley Investment Advisors, Inc.",AVIXX,
31-Oct-17,1096962,ACTIVE ASSETS PRIME TRUST,ACTIVE ASSETS PRIME TRUST,S000004042,Prime,Administrative Class,C000167934,"Morgan Stanley Investment Advisors, Inc.",AADXX,
31-Oct-17,1096962,ACTIVE ASSETS PRIME TRUST,ACTIVE ASSETS PRIME TRUST,S000004042,Prime,Advisory Class,C000167935,"Morgan Stanley Investment Advisors, Inc.",AAVXX,
31-Oct-17,1096962,ACTIVE ASSETS PRIME TRUST,ACTIVE ASSETS PRIME TRUST,S000004042,Prime,Select Class,C000167936,"Morgan Stanley Investment Advisors, Inc.",AAEXX,
31-Oct-17,356409,MORGAN STANLEY US GOVERNMENT MONEY MARKET TRUST,MORGAN STANLEY US GOVERNMENT MONEY MARKET TRUST,S000004054,Exempt Government,R Class,C000011343,"Morgan Stanley Investment Advisors, Inc.",DWGXX,
31-Oct-17,356409,MORGAN STANLEY US GOVERNMENT MONEY MARKET TRUST,MORGAN STANLEY US GOVERNMENT MONEY MARKET TRUST,S000004054,Exempt Government,S Class,C000171230,"Morgan Stanley Investment Advisors, Inc.",DGEXX,
31-Oct-17,832705,MORGAN STANLEY CALIF TAX FREE DAILY INCOME TRUST,MORGAN STANLEY CALIF TAX FREE DAILY INCOME TRUST,S000004055,Single State,R Class,C000011344,"Morgan Stanley Investment Advisors, Inc.",DSCXX,
31-Oct-17,832705,MORGAN STANLEY CALIF TAX FREE DAILY INCOME TRUST,MORGAN STANLEY CALIF TAX FREE DAILY INCOME TRUST,S000004055,Single State,S Class,C000171231,"Morgan Stanley Investment Advisors, Inc.",DFSXX,
31-Oct-17,859037,MORGAN STANLEY NY MUNICIPAL MONEY MARKET TRUST,MORGAN STANLEY NEW YORK MUNI MONEY MARKET TRUST,S000004056,Single State,R Class,C000011345,"Morgan Stanley Investment Advisors, Inc.",DWNXX,
31-Oct-17,859037,MORGAN STANLEY NY MUNICIPAL MONEY MARKET TRUST,MORGAN STANLEY NEW YORK MUNI MONEY MARKET TRUST,S000004056,Single State,S Class,C000012329,"Morgan Stanley Investment Advisors, Inc.",AANXX,
31-Oct-17,315812,MORGAN STANLEY TAX FREE DAILY INCOME TRUST,MORGAN STANLEY TAX FREE DAILY INCOME TRUST,S000004066,Other Tax Exempt,R Class,C000011382,"Morgan Stanley Investment Advisors, Inc.",DSTXX,
31-Oct-17,315812,MORGAN STANLEY TAX FREE DAILY INCOME TRUST,MORGAN STANLEY TAX FREE DAILY INCOME TRUST,S000004066,Other Tax Exempt,S Class,C000171232,"Morgan Stanley Investment Advisors, Inc.",DFRXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Portfolio,S000004148,Exempt Government,Administrative Class,C000011654,"Morgan Stanley Investment Management, Inc.",MGOXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Portfolio,S000004148,Exempt Government,Advisory Class,C000011655,"Morgan Stanley Investment Management, Inc.",MAYXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Portfolio,S000004148,Exempt Government,Institutional Class,C000011656,"Morgan Stanley Investment Management, Inc.",MVRXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Portfolio,S000004148,Exempt Government,Investor Class,C000011657,"Morgan Stanley Investment Management, Inc.",MVVXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Portfolio,S000004148,Exempt Government,Participant Class,C000011658,"Morgan Stanley Investment Management, Inc.",MPCXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Portfolio,S000004148,Exempt Government,Institutional Select Class,C000011659,"Morgan Stanley Investment Management, Inc.",MGSXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Portfolio,S000004148,Exempt Government,Cash Management Class,C000017907,"Morgan Stanley Investment Management, Inc.",MSGXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Portfolio,S000004148,Exempt Government,Select Class,C000167931,"Morgan Stanley Investment Management, Inc.",,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Securities Portfolio,S000004149,Exempt Government,Administrative Class,C000011660,"Morgan Stanley Investment Management, Inc.",MGAXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Securities Portfolio,S000004149,Exempt Government,Advisory Class,C000011661,"Morgan Stanley Investment Management, Inc.",MVAXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Securities Portfolio,S000004149,Exempt Government,Institutional Class,C000011662,"Morgan Stanley Investment Management, Inc.",MUIXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Securities Portfolio,S000004149,Exempt Government,Investor Class,C000011663,"Morgan Stanley Investment Management, Inc.",MVIXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Securities Portfolio,S000004149,Exempt Government,Participant Class,C000011664,"Morgan Stanley Investment Management, Inc.",MGIPXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Securities Portfolio,S000004149,Exempt Government,Institutional Select Class,C000011665,"Morgan Stanley Investment Management, Inc.",MSVXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Government Securities Portfolio,S000004149,Exempt Government,Cash Management Class,C000017908,"Morgan Stanley Investment Management, Inc.",MCHXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Administrative Class,C000011666,"Morgan Stanley Investment Management, Inc.",MANXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Advisory Class,C000011667,"Morgan Stanley Investment Management, Inc.",MVSXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Institutional Class,C000011668,"Morgan Stanley Investment Management, Inc.",MPUXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Investor Class,C000011669,"Morgan Stanley Investment Management, Inc.",MIOXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Participant Class,C000011670,"Morgan Stanley Investment Management, Inc.",MMNXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Institutional Select Class,C000011671,"Morgan Stanley Investment Management, Inc.",MMRXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Cash Management Class,C000017909,"Morgan Stanley Investment Management, Inc.",MSHXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Administrative Class,C000011672,"Morgan Stanley Investment Management, Inc.",MPMXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Advisory Class,C000011673,"Morgan Stanley Investment Management, Inc.",MAVXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Institutional Class,C000011674,"Morgan Stanley Investment Management, Inc.",MPFXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Participant Class,C000011675,"Morgan Stanley Investment Management, Inc.",MPNXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Investor Class,C000011676,"Morgan Stanley Investment Management, Inc.",MPVXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Institutional Select Class,C000011677,"Morgan Stanley Investment Management, Inc.",MPEXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Cash Management Class,C000017910,"Morgan Stanley Investment Management, Inc.",MSPXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Administrative Class,C000011678,"Morgan Stanley Investment Management, Inc.",MXAXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Advisory Class,C000011679,"Morgan Stanley Investment Management, Inc.",MADXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Institutional Class,C000011680,"Morgan Stanley Investment Management, Inc.",MTXXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Investor Class,C000011681,"Morgan Stanley Investment Management, Inc.",MXIXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Participant Class,C000011682,"Morgan Stanley Investment Management, Inc.",MXPXX,
31-Oct-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Institutional Select Class,C000011683,"Morgan Stanley Investment Management, Inc.",MXSXX,
