reporting_period,registrant_cik,registrant_name,series_name,series_id,series_category_name,class_name,class_id,investment_advisor,class_ticker_symbol,Subadvisor_name
31-Oct-17,885409,"DREYFUS BASIC MONEY MARKET FUND, INC","DREYFUS BASIC MONEY MARKET FUND, INC",S000000010,Prime,"DREYFUS BASIC MONEY MARKET FUND, INC",C000000014,The Dreyfus Corporation,DBAXX,
31-Oct-17,759667,DREYFUS CASH MANAGEMENT,DREYFUS CASH MANAGEMENT,S000000018,Prime,Institutional Shares,C000000025,The Dreyfus Corporation,DICXX,
31-Oct-17,759667,DREYFUS CASH MANAGEMENT,DREYFUS CASH MANAGEMENT,S000000018,Prime,Investor Shares,C000000026,The Dreyfus Corporation,DVCXX,
31-Oct-17,759667,DREYFUS CASH MANAGEMENT,DREYFUS CASH MANAGEMENT,S000000018,Prime,administrative shares,C000000027,The Dreyfus Corporation,DACXX,
31-Oct-17,742212,NORTHWESTERN MUTUAL SERIES FUND INC,Government Money Market Portfolio,S000000048,Exempt Government,Government Money Market Portfolio,C000000083,"Mason Street Advisors, LLC",,"BlackRock Advisors, LLC"
31-Oct-17,30158,"DREYFUS LIQUID ASSETS, INC","DREYFUS LIQUID ASSETS, INC",S000000074,Prime,DREYFUS LIQUID ASSETS - Class 1,C000000111,Dreyfus Corporation,DLAXX,
31-Oct-17,30158,"DREYFUS LIQUID ASSETS, INC","DREYFUS LIQUID ASSETS, INC",S000000074,Prime,Class 2,C000038429,Dreyfus Corporation,DLBXX,
31-Oct-17,30158,"DREYFUS LIQUID ASSETS, INC","DREYFUS LIQUID ASSETS, INC",S000000074,Prime,Class Z,C000158261,Dreyfus Corporation,DLZXX,
31-Oct-17,831363,"GENERAL NEW JERSEY MUNICIPAL MONEY MARKET FUND, INC","GENERAL NEW JERSEY MUNICIPAL MONEY MARKET FUND, INC",S000000081,Single State,"GENERAL NEW JERSEY MUNICIPAL MONEY MARKET FUND, INC. - CLASS A",C000000118,Dreyfus Corporation,DNJXX,
31-Oct-17,740123,DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS,DREYFUS AMT-FREE TAX EXEMPT CASH MANAGEMENT FUND,S000000098,Other Tax Exempt,DREYFUS AMT-Free TAX EXEMPT CASH MANAGEMENT - Institutional Shares,C000000161,Dreyfus Corporation,DEIXX,
31-Oct-17,740123,DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS,DREYFUS AMT-FREE TAX EXEMPT CASH MANAGEMENT FUND,S000000098,Other Tax Exempt,DREYFUS AMT-FREE TAX EXEMPT CASH MANAGEMENT - Investor Shares,C000000162,Dreyfus Corporation,DEVXX,
31-Oct-17,796251,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,S000000112,Exempt Government,Institutional Shares,C000000251,The Dreyfus Corporation,DTRXX,
31-Oct-17,796251,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,S000000112,Exempt Government,Investor Shares,C000000252,The Dreyfus Corporation,DTVXX,
31-Oct-17,796251,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,S000000112,Exempt Government,Administrative Shares,C000000253,The Dreyfus Corporation,DTAXX,
31-Oct-17,796251,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,S000000112,Exempt Government,Participant Shares,C000000254,The Dreyfus Corporation,DTPXX,
31-Oct-17,843781,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,S000000113,Treasury,Institutional Shares,C000000255,Dreyfus Corporation,DIRXX,
31-Oct-17,843781,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,S000000113,Treasury,Investor Shares,C000000256,Dreyfus Corporation,DVRXX,
31-Oct-17,843781,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,S000000113,Treasury,Administrative Shares,C000000257,Dreyfus Corporation,DARXX,
31-Oct-17,843781,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,S000000113,Treasury,Participant Shares,C000000258,Dreyfus Corporation,DPRXX,
31-Oct-17,803951,GENERAL CALIFORNIA MUNICIPAL MONEY MARKET FUND,GENERAL CALIFORNIA MUNICIPAL MONEY MARKET FUND,S000000118,Single State,Class A,C000000263,Dreyfus Corporation,GCAXX,
31-Oct-17,803951,GENERAL CALIFORNIA MUNICIPAL MONEY MARKET FUND,GENERAL CALIFORNIA MUNICIPAL MONEY MARKET FUND,S000000118,Single State,Class B,C000000264,Dreyfus Corporation,GENXX,
31-Oct-17,353560,GENERAL MONEY MARKET FUND INC,GENERAL MONEY MARKET FUND INC,S000000119,Prime,Class A,C000000265,The Dreyfus Corporation,GMMXX,
31-Oct-17,353560,GENERAL MONEY MARKET FUND INC,GENERAL MONEY MARKET FUND INC,S000000119,Prime,Class B,C000000266,The Dreyfus Corporation,GMBXX,
31-Oct-17,353560,GENERAL MONEY MARKET FUND INC,GENERAL MONEY MARKET FUND INC,S000000119,Prime,Dreyfus Class,C000157127,The Dreyfus Corporation,GMGXX,
31-Oct-17,703153,GENERAL MUNICIPAL MONEY MARKET FUNDS INC,"General Municipal Money Market Funds, Inc.",S000000121,Other Tax Exempt,General Municipal Money Market Fund - Class A,C000000269,Dreyfus Corporation,GTMXX,
31-Oct-17,703153,GENERAL MUNICIPAL MONEY MARKET FUNDS INC,"General Municipal Money Market Funds, Inc.",S000000121,Other Tax Exempt,General Municipal Money Market Fund - Class B,C000000270,Dreyfus Corporation,GBMXX,
31-Oct-17,803950,GENERAL NEW YORK AMT-FREE MUNICIPAL MONEY MARKET FUND,GENERAL NEW YORK AMT-FREE MUNICIPAL MONEY MARKET FUND,S000000123,Single State,Class A,C000000273,Dreyfus Corporation,GNMXX,
31-Oct-17,803950,GENERAL NEW YORK AMT-FREE MUNICIPAL MONEY MARKET FUND,GENERAL NEW YORK AMT-FREE MUNICIPAL MONEY MARKET FUND,S000000123,Single State,Class B,C000000274,Dreyfus Corporation,GNYXX,
31-Oct-17,740766,DREYFUS GOVERNMENT CASH MANAGEMENT Funds,Dreyfus Government Cash Management,S000000128,Exempt Government,dreyfus government cash management - Investor Shares,C000000286,The Dreyfus Corporation,DGVXX,
31-Oct-17,740766,DREYFUS GOVERNMENT CASH MANAGEMENT Funds,Dreyfus Government Cash Management,S000000128,Exempt Government,dreyfus government cash mangement - Institutional Shares,C000000287,The Dreyfus Corporation,DGCXX,
31-Oct-17,740766,DREYFUS GOVERNMENT CASH MANAGEMENT Funds,Dreyfus Government Cash Management,S000000128,Exempt Government,dreyfus government cash management - Administrative Shares,C000000288,The Dreyfus Corporation,DAGXX,
31-Oct-17,740766,DREYFUS GOVERNMENT CASH MANAGEMENT Funds,Dreyfus Government Cash Management,S000000128,Exempt Government,Dreyfus Government Cash Management - Participant Shares,C000000289,The Dreyfus Corporation,DPGXX,
31-Oct-17,740766,DREYFUS GOVERNMENT CASH MANAGEMENT Funds,Dreyfus Government Securities Cash Management,S000000129,Exempt Government,Dreyfus Government Securities Cash Management - Investor Shares,C000000290,Dreyfus Corporation,DVPXX,
31-Oct-17,740766,DREYFUS GOVERNMENT CASH MANAGEMENT Funds,Dreyfus Government Securities Cash Management,S000000129,Exempt Government,Dreyfus Government Securities Cash Management - Institutional Shares,C000000291,Dreyfus Corporation,DIPXX,
31-Oct-17,740766,DREYFUS GOVERNMENT CASH MANAGEMENT Funds,Dreyfus Government Securities Cash Management,S000000129,Exempt Government,Dreyfus Government Securities Cash Management - Administrative Shares,C000000292,Dreyfus Corporation,DAPXX,
31-Oct-17,740766,DREYFUS GOVERNMENT CASH MANAGEMENT Funds,Dreyfus Government Securities Cash Management,S000000129,Exempt Government,Dreyfus Government Securities Cash Management - Participant Shares,C000000293,Dreyfus Corporation,DGPXX,
31-Oct-17,909466,AIM TAX EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS),INVESCO Tax-Exempt Cash Fund,S000000171,Other Tax Exempt,Class A,C000000393,"Invesco Advisers, Inc.",ACSXX,
31-Oct-17,909466,AIM TAX EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS),INVESCO Tax-Exempt Cash Fund,S000000171,Other Tax Exempt,Investor Class,C000000394,"Invesco Advisers, Inc.",TEIXX,
31-Oct-17,909466,AIM TAX EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS),INVESCO Tax-Exempt Cash Fund,S000000171,Other Tax Exempt,Class Y,C000071233,"Invesco Advisers, Inc.",,
31-Oct-17,909466,AIM TAX EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS),INVESCO Tax-Exempt Cash Fund,S000000171,Other Tax Exempt,Class R6,C000188915,"Invesco Advisers, Inc.",,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier Portfolio,S000000173,Prime,Investor Class,C000000397,"Invesco Advisers, Inc.",IMRXX,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier Portfolio,S000000173,Prime,Institutional Class,C000029748,"Invesco Advisers, Inc.",,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier Portfolio,S000000173,Prime,Personal Investment Class,C000173345,"Invesco Advisers, Inc.",,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier Portfolio,S000000173,Prime,Private Investment Class,C000173346,"Invesco Advisers, Inc.",,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier Portfolio,S000000173,Prime,Reserve Class,C000173347,"Invesco Advisers, Inc.",,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier Portfolio,S000000173,Prime,Resource Class,C000173348,"Invesco Advisers, Inc.",,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier Tax-Exempt Portfolio,S000000174,Other Tax Exempt,Investor Class,C000000398,"Invesco Advisers, Inc.",ITTXX,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier Tax-Exempt Portfolio,S000000174,Other Tax Exempt,Institutional Class,C000029749,"Invesco Advisers, Inc.",,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier U.S. Government Money Portfolio,S000000176,Exempt Government,Investor Class,C000000400,"Invesco Advisers, Inc.",FUGXX,
31-Oct-17,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),Premier U.S. Government Money Portfolio,S000000176,Exempt Government,Institutional Class,C000029750,"Invesco Advisers, Inc.",,
31-Oct-17,896435,AIM VARIABLE INSURANCE FUNDS (INVESCO VARIABLE INSURANCE FUNDS),INVESCO V.I. Government Money Market Fund,S000000185,Exempt Government,Series I,C000000416,"Invesco Advisers, Inc.",,
31-Oct-17,896435,AIM VARIABLE INSURANCE FUNDS (INVESCO VARIABLE INSURANCE FUNDS),INVESCO V.I. Government Money Market Fund,S000000185,Exempt Government,Series II,C000000417,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Government & Agency Portfolio,S000000220,Exempt Government,Cash Management Class,C000000495,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Government & Agency Portfolio,S000000220,Exempt Government,Institutional Class,C000000496,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Government & Agency Portfolio,S000000220,Exempt Government,Personal Investment Class,C000000497,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Government & Agency Portfolio,S000000220,Exempt Government,Private Investment Class,C000000498,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Government & Agency Portfolio,S000000220,Exempt Government,Reserve Class,C000000499,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Government & Agency Portfolio,S000000220,Exempt Government,Resource Class,C000000500,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Government & Agency Portfolio,S000000220,Exempt Government,Corporate Class,C000029703,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Obligations Portfolio,S000000221,Exempt Government,Cash Management Class,C000000502,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Obligations Portfolio,S000000221,Exempt Government,Institutional Class,C000000503,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Obligations Portfolio,S000000221,Exempt Government,Personal Investment Class,C000000504,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Obligations Portfolio,S000000221,Exempt Government,Private Investment Class,C000000505,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Obligations Portfolio,S000000221,Exempt Government,Reserve Class,C000000506,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Obligations Portfolio,S000000221,Exempt Government,Resource Class,C000000507,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Obligations Portfolio,S000000221,Exempt Government,Corporate Class,C000029704,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Liquid Assets Portfolio,S000000222,Prime,Cash Management Class,C000000509,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Liquid Assets Portfolio,S000000222,Prime,Institutional Class,C000000510,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Liquid Assets Portfolio,S000000222,Prime,Personal Investment Class,C000000511,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Liquid Assets Portfolio,S000000222,Prime,Private Investment Class,C000000512,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Liquid Assets Portfolio,S000000222,Prime,Reserve Class,C000000513,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Liquid Assets Portfolio,S000000222,Prime,Resource Class,C000000514,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Liquid Assets Portfolio,S000000222,Prime,Corporate Class,C000029705,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,STIC Prime Portfolio,S000000223,Prime,Cash Management Class,C000000516,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,STIC Prime Portfolio,S000000223,Prime,Institutional Class,C000000517,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,STIC Prime Portfolio,S000000223,Prime,Personal Investment Class,C000000518,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,STIC Prime Portfolio,S000000223,Prime,Private Investment Class,C000000519,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,STIC Prime Portfolio,S000000223,Prime,Reserve Class,C000000520,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,STIC Prime Portfolio,S000000223,Prime,Resource Class,C000000521,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,STIC Prime Portfolio,S000000223,Prime,Corporate Class,C000029706,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Portfolio,S000000224,Exempt Government,Cash Management Class,C000000523,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Portfolio,S000000224,Exempt Government,Institutional Class,C000000524,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Portfolio,S000000224,Exempt Government,Personal Investment Class,C000000525,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Portfolio,S000000224,Exempt Government,Private Investment Class,C000000526,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Portfolio,S000000224,Exempt Government,Reserve Class,C000000527,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Portfolio,S000000224,Exempt Government,Resource Class,C000000528,"Invesco Advisers, Inc.",,
31-Oct-17,205007,SHORT TERM INVESTMENTS TRUST,Treasury Portfolio,S000000224,Exempt Government,Corporate Class,C000029707,"Invesco Advisers, Inc.",,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,Class B,C000000608,"Invesco Advisers, Inc.",,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,Class C,C000000609,"Invesco Advisers, Inc.",,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,Class R,C000000610,"Invesco Advisers, Inc.",,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,Invesco Cash Reserve,C000000611,"Invesco Advisers, Inc.",AIMXX,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,Investor Class,C000023120,"Invesco Advisers, Inc.",INAXX,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,Class Y,C000071214,"Invesco Advisers, Inc.",,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,CLASS AX,C000085152,"Invesco Advisers, Inc.",ACZXX,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,CLASS BX,C000085153,"Invesco Advisers, Inc.",ACYXX,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,CLASS CX,C000085154,"Invesco Advisers, Inc.",ACXXX,
31-Oct-17,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),INVESCO Government Money Market Fund,S000000253,Exempt Government,Class R6,C000188950,"Invesco Advisers, Inc.",,
31-Oct-17,819940,DREYFUS/LAUREL FUNDS INC,General Treasury and Agency Money Market Fund,S000000306,Exempt Government,Class A,C000000763,The Dreyfus Corporation,DUIXX,
31-Oct-17,819940,DREYFUS/LAUREL FUNDS INC,General Treasury and Agency Money Market Fund,S000000306,Exempt Government,Dreyfus Class,C000000764,The Dreyfus Corporation,DUTXX,
31-Oct-17,819940,DREYFUS/LAUREL FUNDS INC,General Treasury and Agency Money Market Fund,S000000306,Exempt Government,Class B,C000164992,The Dreyfus Corporation,DABXX,
31-Oct-17,867955,DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS,DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS,S000000326,Other Tax Exempt,Institutional Shares,C000000805,Dreyfus Corporation,DIMXX,
31-Oct-17,867955,DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS,DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS,S000000326,Other Tax Exempt,Investor Shares,C000000806,Dreyfus Corporation,DVMXX,
31-Oct-17,878734,DREYFUS AMT-FREE NEW YORK MUNICIPAL CASH MANAGEMENT,DREYFUS AMT-Free NEW YORK MUNICIPAL CASH MANAGEMENT,S000000331,Single State,Institutional Shares,C000000819,Dreyfus Corporation,DIYXX,
31-Oct-17,878734,DREYFUS AMT-FREE NEW YORK MUNICIPAL CASH MANAGEMENT,DREYFUS AMT-Free NEW YORK MUNICIPAL CASH MANAGEMENT,S000000331,Single State,Investor Shares,C000000820,Dreyfus Corporation,DVYXX,
31-Oct-17,702172,GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS INC,General Government Securities Money Market Fund,S000000359,Exempt Government,Class A,C000000931,Dreyfus Corporation,GGSXX,
31-Oct-17,702172,GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS INC,General Government Securities Money Market Fund,S000000359,Exempt Government,Class B,C000000932,Dreyfus Corporation,GSBXX,
31-Oct-17,702172,GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS INC,General Government Securities Money Market Fund,S000000359,Exempt Government,Dreyfus Class,C000157132,Dreyfus Corporation,GGDXX,
31-Oct-17,702172,GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS INC,General Treasury Securities Money Market Fund,S000000360,Treasury,Class A,C000000933,Dreyfus Corporation,GTAXX,
31-Oct-17,702172,GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS INC,General Treasury Securities Money Market Fund,S000000360,Treasury,Class B,C000000934,Dreyfus Corporation,GTBXX,
31-Oct-17,702172,GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS INC,General Treasury Securities Money Market Fund,S000000360,Treasury,Dreyfus Class,C000157135,Dreyfus Corporation,GTFXX,
31-Oct-17,1111565,BNY MELLON FUNDS TRUST,BNY Mellon Government Money Market Fund,S000000363,Exempt Government,Class M Shares,C000000941,Dreyfus Corporation,MLMXX,
31-Oct-17,1111565,BNY MELLON FUNDS TRUST,BNY Mellon Government Money Market Fund,S000000363,Exempt Government,Investor Shares,C000000942,Dreyfus Corporation,MLOXX,
31-Oct-17,1111565,BNY MELLON FUNDS TRUST,BNY Mellon National Municipal Money Market Fund,S000000365,Other Tax Exempt,Class M Shares,C000000946,Dreyfus Corporation,MOMXX,
31-Oct-17,1111565,BNY MELLON FUNDS TRUST,BNY Mellon National Municipal Money Market Fund,S000000365,Other Tax Exempt,Investor Shares,C000000947,Dreyfus Corporation,MNTXX,
31-Oct-17,1167368,CITIZENSSELECT FUNDS,Dreyfus Prime Money Market Fund,S000000377,Prime,Class A,C000167187,Dreyfus Corporation,CZEXX,
31-Oct-17,1167368,CITIZENSSELECT FUNDS,Dreyfus Institutional Preferred Treasury Securities Money Market Fund,S000000378,Treasury,Hamilton Shares,C000000975,The Dreyfus Corporation,CEAXX,
31-Oct-17,1167368,CITIZENSSELECT FUNDS,Dreyfus Institutional Preferred Treasury Securities Money Market Fund,S000000378,Treasury,Premier Shares,C000000976,The Dreyfus Corporation,CEBXX,
31-Oct-17,1167368,CITIZENSSELECT FUNDS,Dreyfus Institutional Preferred Treasury Securities Money Market Fund,S000000378,Treasury,Institutional Shares,C000167188,The Dreyfus Corporation,CEIXX,
31-Oct-17,26262,JOHN HANCOCK CURRENT INTEREST,John Hancock Money Market Fund,S000000623,Exempt Government,Class A,C000001772,"John Hancock Advisers, LLC",JHMXX,Manulife Asset Management (US) LLC
31-Oct-17,26262,JOHN HANCOCK CURRENT INTEREST,John Hancock Money Market Fund,S000000623,Exempt Government,Class B,C000001773,"John Hancock Advisers, LLC",TSMXX,Manulife Asset Management (US) LLC
31-Oct-17,26262,JOHN HANCOCK CURRENT INTEREST,John Hancock Money Market Fund,S000000623,Exempt Government,Class C,C000001774,"John Hancock Advisers, LLC",JMCXX,Manulife Asset Management (US) LLC
31-Oct-17,793769,HARBOR FUNDS,Harbor Money Market Fund,S000000684,Exempt Government,Institutional Class,C000001980,"Harbor Capital Advisors, Inc.",HARXX,"Fischer Francis Trees & Watts, Inc."
31-Oct-17,793769,HARBOR FUNDS,Harbor Money Market Fund,S000000684,Exempt Government,Administrative Class,C000001981,"Harbor Capital Advisors, Inc.",HRMXX,"Fischer Francis Trees & Watts, Inc."
31-Oct-17,889366,"BMO FUNDS, INC.",BMO Prime Money Market Fund,S000000749,Prime,Premier Class,C000002156,BMO ASSET MANAGEMENT CORPORATION,MAIXX,
31-Oct-17,889366,"BMO FUNDS, INC.",BMO Prime Money Market Fund,S000000749,Prime,Class Y,C000002157,BMO ASSET MANAGEMENT CORPORATION,MARXX,
31-Oct-17,889366,"BMO FUNDS, INC.",BMO Tax-Free Money Market Fund,S000000750,Other Tax Exempt,Class Y,C000002158,BMO ASSET MANAGEMENT CORPORATION,MTFXX,
31-Oct-17,889366,"BMO FUNDS, INC.",BMO Tax-Free Money Market Fund,S000000750,Other Tax Exempt,Premier Class,C000002159,BMO ASSET MANAGEMENT CORPORATION,MFIXX,
31-Oct-17,889366,"BMO FUNDS, INC.",BMO Government Money Market Fund,S000000751,Exempt Government,Premier Class,C000002160,BMO ASSET MANAGEMENT CORPORATION,MGNXX,
31-Oct-17,889366,"BMO FUNDS, INC.",BMO Government Money Market Fund,S000000751,Exempt Government,Class Y,C000002161,BMO ASSET MANAGEMENT CORPORATION,MGYXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,A,C000002179,MASSACHUSETTS FINANCIAL SERVICES COMPANY,MSRXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,529B,C000002180,MASSACHUSETTS FINANCIAL SERVICES COMPANY,MRBXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,529C,C000002181,MASSACHUSETTS FINANCIAL SERVICES COMPANY,MRCXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,B,C000002182,MASSACHUSETTS FINANCIAL SERVICES COMPANY,MCRXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,C,C000002183,MASSACHUSETTS FINANCIAL SERVICES COMPANY,MCCXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,R1,C000002184,MASSACHUSETTS FINANCIAL SERVICES COMPANY,CRVXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,R2,C000002186,MASSACHUSETTS FINANCIAL SERVICES COMPANY,CRMXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,R3,C000002187,MASSACHUSETTS FINANCIAL SERVICES COMPANY,CRJXX,
31-Oct-17,798244,MFS SERIES TRUST I,MFS U.S. Government Cash Reserve Fund,S000000762,Exempt Government,R4,C000002188,MASSACHUSETTS FINANCIAL SERVICES COMPANY,CRKXX,
