reporting_period,registrant_cik,registrant_name,series_name,series_id,series_category_name,class_name,class_id,investment_advisor,class_ticker_symbol,sub_advisor
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Administrative Class,C000011666,"Morgan Stanley Investment Management, Inc.",MANXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Advisory Class,C000011667,"Morgan Stanley Investment Management, Inc.",MVSXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Institutional Class,C000011668,"Morgan Stanley Investment Management, Inc.",MPUXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Investor Class,C000011669,"Morgan Stanley Investment Management, Inc.",MIOXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Participant Class,C000011670,"Morgan Stanley Investment Management, Inc.",MMNXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Institutional Select Class,C000011671,"Morgan Stanley Investment Management, Inc.",MMRXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Money Market Portfolio,S000004150,Prime,Cash Management Class,C000017909,"Morgan Stanley Investment Management, Inc.",MSHXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Administrative Class,C000011672,"Morgan Stanley Investment Management, Inc.",MPMXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Advisory Class,C000011673,"Morgan Stanley Investment Management, Inc.",MAVXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Institutional Class,C000011674,"Morgan Stanley Investment Management, Inc.",MPFXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Participant Class,C000011675,"Morgan Stanley Investment Management, Inc.",MPNXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Investor Class,C000011676,"Morgan Stanley Investment Management, Inc.",MPVXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Institutional Select Class,C000011677,"Morgan Stanley Investment Management, Inc.",MPEXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Prime Portfolio,S000004151,Prime,Cash Management Class,C000017910,"Morgan Stanley Investment Management, Inc.",MSPXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Administrative Class,C000011678,"Morgan Stanley Investment Management, Inc.",MXAXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Advisory Class,C000011679,"Morgan Stanley Investment Management, Inc.",MADXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Institutional Class,C000011680,"Morgan Stanley Investment Management, Inc.",MTXXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Investor Class,C000011681,"Morgan Stanley Investment Management, Inc.",MXIXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Participant Class,C000011682,"Morgan Stanley Investment Management, Inc.",MXPXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Institutional Select Class,C000011683,"Morgan Stanley Investment Management, Inc.",MXSXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Tax Exempt Portfolio,S000004152,Other Tax Exempt,Cash Management Class,C000017911,"Morgan Stanley Investment Management, Inc.",MTMXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Portfolio,S000004153,Exempt Government/Treasury,Administrative Class,C000011684,"Morgan Stanley Investment Management, Inc.",MTTXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Portfolio,S000004153,Exempt Government/Treasury,Advisory Class,C000011685,"Morgan Stanley Investment Management, Inc.",MAOXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Portfolio,S000004153,Exempt Government/Treasury,Institutional Class,C000011686,"Morgan Stanley Investment Management, Inc.",MISXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Portfolio,S000004153,Exempt Government/Treasury,Investor Class,C000011687,"Morgan Stanley Investment Management, Inc.",MTNXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Portfolio,S000004153,Exempt Government/Treasury,Participant Class,C000011688,"Morgan Stanley Investment Management, Inc.",MTCXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Portfolio,S000004153,Exempt Government/Treasury,Institutional Select Class,C000011689,"Morgan Stanley Investment Management, Inc.",MTSXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Portfolio,S000004153,Exempt Government/Treasury,Cash Management Class,C000017912,"Morgan Stanley Investment Management, Inc.",MREXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Portfolio,S000004153,Exempt Government/Treasury,Select Class,C000167932,"Morgan Stanley Investment Management, Inc.",,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Securities Portfolio,S000004154,Exempt Government/Treasury,Administrative Class,C000011690,"Morgan Stanley Investment Management, Inc.",MAMXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Securities Portfolio,S000004154,Exempt Government/Treasury,Advisory Class,C000011691,"Morgan Stanley Investment Management, Inc.",MVYXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Securities Portfolio,S000004154,Exempt Government/Treasury,Institutional Class,C000011692,"Morgan Stanley Investment Management, Inc.",MSUXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Securities Portfolio,S000004154,Exempt Government/Treasury,Investor Class,C000011693,"Morgan Stanley Investment Management, Inc.",MNVXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Securities Portfolio,S000004154,Exempt Government/Treasury,Participant Class,C000011694,"Morgan Stanley Investment Management, Inc.",MPRXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Securities Portfolio,S000004154,Exempt Government/Treasury,Institutional Select Class,C000011695,"Morgan Stanley Investment Management, Inc.",MSSXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Securities Portfolio,S000004154,Exempt Government/Treasury,Cash Management Class,C000017913,"Morgan Stanley Investment Management, Inc.",MHSXX,
30-Sep-17,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Treasury Securities Portfolio,S000004154,Exempt Government/Treasury,Select Class,C000167933,"Morgan Stanley Investment Management, Inc.",,
30-Sep-17,,,BlackRock Cash Funds: Treasury,S000004273,Exempt Government,Institutional Shares Class,C000011980,,BRIXX,
30-Sep-17,,,BlackRock Cash Funds: Treasury,S000004273,Exempt Government,Premium Shares Class,C000011981,,BSPXX,
30-Sep-17,,,BlackRock Cash Funds: Treasury,S000004273,Exempt Government,Select Shares Class,C000011982,,BRSXX,
30-Sep-17,,,BlackRock Cash Funds: Treasury,S000004273,Exempt Government,Trust Shares Class,C000011983,,BYTXX,
30-Sep-17,,,BlackRock Cash Funds: Treasury,S000004273,Exempt Government,Capital Shares,C000060669,,BCYXX,
30-Sep-17,,,BlackRock Cash Funds: Treasury,S000004273,Exempt Government,SL Agency Shares,C000074117,,,
30-Sep-17,,,BlackRock Cash Funds: Institutional,S000004275,Prime,AON Captive Shares Class,C000011988,,AOCXX,
30-Sep-17,,,BlackRock Cash Funds: Institutional,S000004275,Prime,Institutional Shares Class,C000011989,,BGIXX,
30-Sep-17,,,BlackRock Cash Funds: Institutional,S000004275,Prime,Premium Shares Class,C000011990,,BSSXX,
30-Sep-17,,,BlackRock Cash Funds: Institutional,S000004275,Prime,Select Shares Class,C000011991,,BGLXX,
30-Sep-17,,,BlackRock Cash Funds: Institutional,S000004275,Prime,Trust Shares Class,C000011992,,BGTXX,
30-Sep-17,,,BlackRock Cash Funds: Institutional,S000004275,Prime,Capital Shares,C000060671,,BCIXX,
30-Sep-17,,,BlackRock Cash Funds: Institutional,S000004275,Prime,SL Agency Shares,C000074119,,,
30-Sep-17,915092,MASTER INVESTMENT PORTFOLIO,Money Market Master Portfolio,S000004283,Prime,Money Market Master Portfolio,C000012005,BlackRock Fund Advisors,,
30-Sep-17,915092,MASTER INVESTMENT PORTFOLIO,Treasury Money Market Master Portfolio,S000004286,Exempt Government,Treasury Money Market Master Portfolio,C000012008,BlackRock Fund Advisors,,
30-Sep-17,857490,VANGUARD VARIABLE INSURANCE FUNDS,Money Market Portfolio,S000004391,Prime,Money Market Portfolio,C000012147,"The Vanguard Group, Inc.",,
30-Sep-17,106830,VANGUARD MONEY MARKET RESERVES,Vanguard Federal Money Market Fund,S000004462,Exempt Government,Investor Shares,C000012238,"The Vanguard Group, Inc.",VMFXX,
30-Sep-17,106830,VANGUARD MONEY MARKET RESERVES,Vanguard Prime Money Market Fund,S000004463,Prime,Investor Shares,C000012239,"The Vanguard Group, Inc.",VMMXX,
30-Sep-17,106830,VANGUARD MONEY MARKET RESERVES,Vanguard Prime Money Market Fund,S000004463,Prime,Admiral Shares,C000012240,"The Vanguard Group, Inc.",VMRXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Money Market Fund,S000004499,Prime,Sweep Shares,C000012373,"Charles Schwab Investment Management, Inc.",SWMXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab AMT Tax-Free Money Fund,S000004500,Other Tax Exempt,Sweep Shares,C000012374,"Charles Schwab Investment Management, Inc.",SWFXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab AMT Tax-Free Money Fund,S000004500,Other Tax Exempt,Value Advantage Shares,C000039063,"Charles Schwab Investment Management, Inc.",SWWXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Massachusetts Municipal Money Fund,S000004501,Single State,Sweep Shares,C000012375,"Charles Schwab Investment Management, Inc.",SWDXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Pennsylvania Municipal Money Fund,S000004502,Single State,Sweep Shares,C000012376,"Charles Schwab Investment Management, Inc.",SWEXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab New Jersey Municipal Money Fund,S000004503,Single State,Sweep Shares,C000012377,"Charles Schwab Investment Management, Inc.",SWJXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Cash Reserves,S000004504,Prime,Sweep Shares,C000012378,"Charles Schwab Investment Management, Inc.",SWSXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Advisor Cash Reserves,S000004505,Prime,Sweep Shares,C000012379,"Charles Schwab Investment Management, Inc.",SWQXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Advisor Cash Reserves,S000004505,Prime,Premier Sweep Shares,C000012380,"Charles Schwab Investment Management, Inc.",SWZXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Government Money Fund,S000004506,Exempt Government,Sweep Shares,C000012381,"Charles Schwab Investment Management, Inc.",SWGXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Government Money Fund,S000004506,Exempt Government,Purchased Shares,C000151955,"Charles Schwab Investment Management, Inc.",SNVXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab U.S. Treasury Money Fund,S000004507,Exempt Government/Treasury,Sweep Shares,C000012382,"Charles Schwab Investment Management, Inc.",SWUXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Value Advantage Money Fund,S000004508,Prime,Investor Shares,C000012383,"Charles Schwab Investment Management, Inc.",SWVXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Value Advantage Money Fund,S000004508,Prime,Select Shares,C000012384,"Charles Schwab Investment Management, Inc.",SWBXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Value Advantage Money Fund,S000004508,Prime,Premier Shares,C000012385,"Charles Schwab Investment Management, Inc.",SWAXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Value Advantage Money Fund,S000004508,Prime,Ultra Shares,C000038267,"Charles Schwab Investment Management, Inc.",SNAXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Retirement Advantage Money Fund,S000004509,Prime,Schwab Retirement Advantage Money Fund,C000012386,"Charles Schwab Investment Management, Inc.",SWIXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Investor Money Fund,S000004510,Prime,Schwab Investor Money Fund,C000012387,"Charles Schwab Investment Management, Inc.",SWRXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Municipal Money Fund,S000004511,Other Tax Exempt,Sweep Shares,C000012388,"Charles Schwab Investment Management, Inc.",SWXXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Municipal Money Fund,S000004511,Other Tax Exempt,Value Advantage Shares,C000012389,"Charles Schwab Investment Management, Inc.",SWTXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Municipal Money Fund,S000004511,Other Tax Exempt,Select Shares,C000012390,"Charles Schwab Investment Management, Inc.",SWLXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Municipal Money Fund,S000004511,Other Tax Exempt,Premier Shares,C000012391,"Charles Schwab Investment Management, Inc.",SWOXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab California Municipal Money Fund,S000004512,Single State,Sweep Shares,C000012392,"Charles Schwab Investment Management, Inc.",SWCXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab California Municipal Money Fund,S000004512,Single State,Value Advantage Shares,C000012393,"Charles Schwab Investment Management, Inc.",SWKXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab New York Municipal Money Fund,S000004513,Single State,Sweep Shares,C000012394,"Charles Schwab Investment Management, Inc.",SWNXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab New York Municipal Money Fund,S000004513,Single State,Value Advantage Shares,C000012395,"Charles Schwab Investment Management, Inc.",SWYXX,
30-Sep-17,67590,"PRUDENTIAL Government Money Market Fund, INC.","Prudential Government Money Market Fund, Inc.",S000004517,Exempt Government,Class B,C000012409,Prudential Investments LLC,MJBXX,"PGIM, Inc."
30-Sep-17,67590,"PRUDENTIAL Government Money Market Fund, INC.","Prudential Government Money Market Fund, Inc.",S000004517,Exempt Government,Class C,C000012410,Prudential Investments LLC,MJCXX,"PGIM, Inc."
30-Sep-17,67590,"PRUDENTIAL Government Money Market Fund, INC.","Prudential Government Money Market Fund, Inc.",S000004517,Exempt Government,Class A,C000012411,Prudential Investments LLC,PBMXX,"PGIM, Inc."
30-Sep-17,67590,"PRUDENTIAL Government Money Market Fund, INC.","Prudential Government Money Market Fund, Inc.",S000004517,Exempt Government,Class Z,C000012412,Prudential Investments LLC,PMZXX,"PGIM, Inc."
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD California Municipal Money Market Portfolio,S000004810,Single State,Investor Class,C000013028,TDAM USA INC,WCAXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD California Municipal Money Market Portfolio,S000004810,Single State,Class A,C000043771,TDAM USA INC,TDCXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD New York Municipal Money Market Portfolio,S000004811,Single State,Investor Class,C000013029,TDAM USA INC,WNYXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD New York Municipal Money Market Portfolio,S000004811,Single State,Class A,C000043772,TDAM USA INC,TDYXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD Money Market Portfolio,S000004812,Prime,Premium Class,C000013030,TDAM USA INC,NPLXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD Money Market Portfolio,S000004812,Prime,Investor Class,C000013031,TDAM USA INC,WTOXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD Money Market Portfolio,S000004812,Prime,Class A,C000043773,TDAM USA INC,TDAXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD Money Market Portfolio,S000004812,Prime,Select Class,C000043774,TDAM USA INC,TDSXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD U.S. Government Portfolio,S000004813,Exempt Government,Investor Class,C000013032,TDAM USA INC,WTUXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD U.S. Government Portfolio,S000004813,Exempt Government,Class A,C000043775,TDAM USA INC,TDUXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD Municipal Portfolio,S000004814,Other Tax Exempt,Investor Class,C000013033,TDAM USA INC,WTMXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD Municipal Portfolio,S000004814,Other Tax Exempt,Class A,C000043776,TDAM USA INC,TDIXX,
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class I,C000013037,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FSIXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class I,C000013037,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FSIXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class I,C000013037,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FSIXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class I,C000013037,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FSIXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class II,C000013074,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOXXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class II,C000013074,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOXXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class II,C000013074,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOXXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class II,C000013074,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOXXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class III,C000013075,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOIXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class III,C000013075,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOIXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class III,C000013075,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOIXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class III,C000013075,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOIXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Select Class,C000013076,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FTYXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Select Class,C000013076,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FTYXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Select Class,C000013076,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FTYXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Select Class,C000013076,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FTYXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class IV,C000056567,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOPXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class IV,C000056567,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOPXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class IV,C000056567,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOPXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Class IV,C000056567,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOPXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Institutional Class,C000141702,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FRSXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Institutional Class,C000141702,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FRSXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Institutional Class,C000141702,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FRSXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Only Portfolio,S000004818,Exempt Government,Institutional Class,C000141702,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FRSXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class I,C000013038,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FISXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class I,C000013038,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FISXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class I,C000013038,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FISXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class I,C000013038,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FISXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class II,C000013077,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FCEXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class II,C000013077,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FCEXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class II,C000013077,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FCEXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class II,C000013077,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FCEXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class III,C000013078,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FCSXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class III,C000013078,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FCSXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,356173,Fidelity Colchester Street Trust,Treasury Portfolio,S000004819,Exempt Government,Class III,C000013078,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FCSXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
