reporting_period,registrant_cik,registrant_name,series_name,series_id,series_category_name,class_name,class_id,investment_advisor,class_ticker_symbol,sub_advisor
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Initial Class,C000048773,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Initial Class,C000048773,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Investor Class,C000048774,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Investor Class,C000048774,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Investor Class,C000048774,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Investor Class,C000048774,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Service Class,C000048775,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Service Class,C000048775,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Service Class,C000048775,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Service Class,C000048775,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Service Class 2,C000048776,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Service Class 2,C000048776,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Service Class 2,C000048776,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,823535,Variable Insurance Products Fund V,Government Money Market Portfolio,S000017648,Exempt Government,Service Class 2,C000048776,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,1392417,"MFS INSTITUTIONAL MONEY MARKET PORTFOLIO, A SERIES OF THE MFS SERIES TRUST XIV",MFS Institutional Money Market Portfolio,S000017728,Prime,Class A,C000048969,MASSACHUSETTS FINANCIAL SERVICES COMPANY,,
30-Sep-17,1140869,MASTER PORTFOLIO TRUST,Liquid Reserves Portfolio,S000018041,Prime,Liquid Reserves Portfolio,C000049971,Legg Mason Partners Fund Advisor LLC,,Western Asset Management Company
30-Sep-17,1140869,MASTER PORTFOLIO TRUST,U.S. Treasury Reserves Portfolio,S000018042,Exempt Government/Treasury,U.S. Treasury Reserves Portfolio,C000049972,Legg Mason Partners Fund Advisor LLC,,Western Asset Management Company
30-Sep-17,1140869,MASTER PORTFOLIO TRUST,Tax Free Reserves Portfolio,S000018043,Other Tax Exempt,Tax Free Reserves Portfolio,C000049973,Legg Mason Partners Fund Advisor LLC,,Western Asset Management Company
30-Sep-17,740123,DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS,Dreyfus California AMT-Free Municipal Cash Management,S000018306,Single State,Institutional Shares,C000050495,Dreyfus Corporation,DIIXX,
30-Sep-17,740123,DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS,Dreyfus California AMT-Free Municipal Cash Management,S000018306,Single State,Investor Shares,C000050497,Dreyfus Corporation,DAIXX,
30-Sep-17,740123,DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS,Dreyfus California AMT-Free Municipal Cash Management,S000018306,Single State,Participant Shares,C000050498,Dreyfus Corporation,DFPXX,
30-Sep-17,,,UBS Tax-Free Reserves Fund,S000018675,Other Tax Exempt,UBS Tax-Free Reserves Fund,C000051798,,STFXX,
30-Sep-17,,,UBS Select Prime Preferred Fund,S000018676,Prime,UBS Select Prime Preferred Fund,C000051799,,SPPXX,
30-Sep-17,,,UBS Select Treasury Preferred Fund,S000018677,Exempt Government,UBS Select Treasury Preferred Fund,C000051800,,STPXX,
30-Sep-17,,,UBS Tax-Free Preferred Fund,S000018678,Other Tax Exempt,UBS Tax-Free Preferred Fund,C000051801,,SFPXX,
30-Sep-17,,,UBS Select Prime Investor Fund,S000018679,Prime,UBS Select Prime Investor Fund,C000051802,,SPIXX,
30-Sep-17,,,UBS Select Treasury Investor Fund,S000018680,Exempt Government,UBS Select Treasury Investor Fund,C000051803,,STRXX,
30-Sep-17,,,UBS Tax-Free Investor Fund,S000018681,Other Tax Exempt,UBS Tax-Free Investor Fund,C000051804,,SFRXX,
30-Sep-17,814079,Funds For Institutions Series,BlackRock Select Treasury Strategies Institutional Fund,S000019095,Exempt Government,BlackRock Select Treasury Strategies Institutional Fund,C000052801,"BlackRock Advisors, LLC",,
30-Sep-17,,,State Street Institutional Treasury Money Market Fund,S000019117,Exempt Government,Premier Class,C000052877,,TRIXX,
30-Sep-17,,,State Street Institutional Treasury Money Market Fund,S000019117,Exempt Government,Investment Class,C000052878,,TRVXX,
30-Sep-17,,,State Street Institutional Treasury Money Market Fund,S000019117,Exempt Government,Investor Class,C000143782,,SSNXX,
30-Sep-17,,,State Street Institutional Treasury Plus Money Market Fund,S000019118,Exempt Government,Investment Class,C000052879,,TPVXX,
30-Sep-17,,,State Street Institutional Treasury Plus Money Market Fund,S000019118,Exempt Government,Premier Class,C000052880,,TPIXX,
30-Sep-17,,,State Street Institutional Treasury Plus Money Market Fund,S000019118,Exempt Government,Investor Class,C000143784,,SAEXX,
30-Sep-17,,,State Street Institutional Treasury Plus Money Market Fund,S000019118,Exempt Government,Trust Class,C000172254,,TPLXX,
30-Sep-17,1403166,Master Trust,Prime Master Fund,S000019502,Prime,Prime Master Fund,C000054151,"UBS ASSET MANAGEMENT (AMERICAS), INC.",,
30-Sep-17,1403166,Master Trust,Treasury Master Fund,S000019503,Exempt Government,Treasury Master Fund,C000054152,"UBS ASSET MANAGEMENT (AMERICAS), INC.",,
30-Sep-17,1403166,Master Trust,Tax-Free Master Fund,S000019504,Other Tax Exempt,Tax-Free Master Fund,C000054153,"UBS ASSET MANAGEMENT (AMERICAS), INC.",,
30-Sep-17,1413032,Columbia Funds Variable Series Trust II,Columbia Variable Portfolio - Government Money Market Fund,S000019849,Exempt Government,Columbia VP - Government Money Market Fund Class 3,C000055686,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",,
30-Sep-17,1413032,Columbia Funds Variable Series Trust II,Columbia Variable Portfolio - Government Money Market Fund,S000019849,Exempt Government,Columbia VP - Government Money Market Fund Class 1,C000088773,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",,
30-Sep-17,1413032,Columbia Funds Variable Series Trust II,Columbia Variable Portfolio - Government Money Market Fund,S000019849,Exempt Government,Columbia VP - Government Money Market Fund Class 2,C000088774,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",,
30-Sep-17,1094885,STATE STREET MASTER FUNDS,State Street Treasury Money Market Portfolio,S000019933,Exempt Government,State Street Treasury Money Market Portfolio,C000055942,"SSGA Funds Management, Inc.",,
30-Sep-17,1094885,STATE STREET MASTER FUNDS,State Street Treasury Plus Money Market Portfolio,S000019934,Exempt Government,State Street Treasury Plus Money Market Portfolio,C000055943,"SSGA Funds Management, Inc.",,
30-Sep-17,1040612,MADISON FUNDS,Madison Government Money Market Fund,S000020645,Exempt Government,Government Money Market Fund Class A,C000057634,"Madison Asset Management, LLC",mfaxx,
30-Sep-17,1040612,MADISON FUNDS,Madison Government Money Market Fund,S000020645,Exempt Government,Government Money Market Fund Class B,C000057635,"Madison Asset Management, LLC",mfbxx,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Preferred Government Money Market Fund,S000021488,Exempt Government,Institutional Shares,C000061453,The Dreyfus Corporation,DSVXX,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Preferred Government Money Market Fund,S000021488,Exempt Government,Hamilton Shares,C000061454,The Dreyfus Corporation,DSHXX,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Preferred Government Money Market Fund,S000021488,Exempt Government,Premier Shares,C000061456,The Dreyfus Corporation,DERXX,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Treasury and Agency Cash Advantage Fund,S000021490,Exempt Government,Institutional Shares,C000061462,Dreyfus Corporation,DNSXX,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Treasury and Agency Cash Advantage Fund,S000021490,Exempt Government,Hamilton Shares,C000061463,Dreyfus Corporation,DHLXX,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Treasury and Agency Cash Advantage Fund,S000021490,Exempt Government,Premier Shares,C000061465,Dreyfus Corporation,DRRXX,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Treasury Securities Cash Advantage Fund,S000021491,Treasury,Institutional Shares,C000061467,Dreyfus Corporation,DUPXX,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Treasury Securities Cash Advantage Fund,S000021491,Treasury,Hamilton Shares,C000061468,Dreyfus Corporation,DHMXX,
30-Sep-17,1423799,Dreyfus Institutional Reserves Funds,Dreyfus Institutional Treasury Securities Cash Advantage Fund,S000021491,Treasury,Premier Shares,C000061470,Dreyfus Corporation,DMEXX,
30-Sep-17,205007,SHORT TERM INVESTMENTS TRUST,TAX-FREE CASH RESERVE PORTFOLIO,S000022131,Other Tax Exempt,CASH MANAGEMENT CLASS,C000063498,"Invesco Advisers, Inc.",,
30-Sep-17,205007,SHORT TERM INVESTMENTS TRUST,TAX-FREE CASH RESERVE PORTFOLIO,S000022131,Other Tax Exempt,CORPORATE CLASS,C000063499,"Invesco Advisers, Inc.",,
30-Sep-17,205007,SHORT TERM INVESTMENTS TRUST,TAX-FREE CASH RESERVE PORTFOLIO,S000022131,Other Tax Exempt,INSTITUTIONAL CLASS,C000063500,"Invesco Advisers, Inc.",,
30-Sep-17,205007,SHORT TERM INVESTMENTS TRUST,TAX-FREE CASH RESERVE PORTFOLIO,S000022131,Other Tax Exempt,PERSONAL INVESTMENTCLASS,C000063501,"Invesco Advisers, Inc.",,
30-Sep-17,205007,SHORT TERM INVESTMENTS TRUST,TAX-FREE CASH RESERVE PORTFOLIO,S000022131,Other Tax Exempt,PRIVATE INVESTMENT CLASS,C000063502,"Invesco Advisers, Inc.",,
30-Sep-17,205007,SHORT TERM INVESTMENTS TRUST,TAX-FREE CASH RESERVE PORTFOLIO,S000022131,Other Tax Exempt,RESERVE CLASS,C000063503,"Invesco Advisers, Inc.",,
30-Sep-17,205007,SHORT TERM INVESTMENTS TRUST,TAX-FREE CASH RESERVE PORTFOLIO,S000022131,Other Tax Exempt,RESOURCE CLASS,C000063504,"Invesco Advisers, Inc.",,
30-Sep-17,,,UBS Select Treasury Capital Fund,S000023600,Exempt Government,UBS Select Treasury Capital Fund,C000069432,,STCXX,
30-Sep-17,356476,GREAT-WEST FUNDS INC,Great-West Government Money Market Fund,S000023728,Exempt Government,Investor Class,C000069805,"GW Capital Management, LLC",MXMXX,
30-Sep-17,356476,GREAT-WEST FUNDS INC,Great-West Government Money Market Fund,S000023728,Exempt Government,Institutional Class,C000155755,"GW Capital Management, LLC",MXGXX,
30-Sep-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL TREASURY PORTFOLIO,S000023949,Exempt Government,SHARES,C000070152,"Northern Trust Investments, Inc.",NITXX,
30-Sep-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL TREASURY PORTFOLIO,S000023949,Exempt Government,SERVICE SHARES,C000070153,"Northern Trust Investments, Inc.",,
30-Sep-17,710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL TREASURY PORTFOLIO,S000023949,Exempt Government,PREMIER SHARES,C000070154,"Northern Trust Investments, Inc.",NTPXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD Institutional Treasury Obligations Money Market Fund,S000024031,Treasury,Institutional Service Class,C000070238,TDAM USA INC,TDVXX,
30-Sep-17,949881,TD Asset Management USA Funds Inc.,TD Institutional Treasury Obligations Money Market Fund,S000024031,Treasury,Commercial Class,C000070239,TDAM USA INC,TTCXX,
30-Sep-17,810893,PIMCO FUNDS,PIMCO Government Money Market Fund,S000024337,Exempt Government,Administrative Class,C000072053,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,PGOXX,
30-Sep-17,810893,PIMCO FUNDS,PIMCO Government Money Market Fund,S000024337,Exempt Government,Class M,C000072055,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,PGFXX,
30-Sep-17,810893,PIMCO FUNDS,PIMCO Government Money Market Fund,S000024337,Exempt Government,Class P,C000072056,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,PGPXX,
30-Sep-17,810893,PIMCO FUNDS,PIMCO Government Money Market Fund,S000024337,Exempt Government,Class A,C000075263,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,AMAXX,
30-Sep-17,810893,PIMCO FUNDS,PIMCO Government Money Market Fund,S000024337,Exempt Government,Class C,C000075264,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,AMGXX,
30-Sep-17,810893,PIMCO FUNDS,PIMCO Government Money Market Fund,S000024337,Exempt Government,Institutional Class,C000169180,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,PGYXX,
30-Sep-17,1072962,WADDELL & REED ADVISORS FUNDS,Waddell & Reed Advisors Cash Management,S000024816,Prime,Class A,C000073830,Waddell & Reed Investment Management Company,UNCXX,
30-Sep-17,1072962,WADDELL & REED ADVISORS FUNDS,Waddell & Reed Advisors Cash Management,S000024816,Prime,Class B,C000073831,Waddell & Reed Investment Management Company,WCBXX,
30-Sep-17,1072962,WADDELL & REED ADVISORS FUNDS,Waddell & Reed Advisors Cash Management,S000024816,Prime,Class C,C000073832,Waddell & Reed Investment Management Company,WCCXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class A,C000075886,Capital Research and Management Company,AFAXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class 529-F-1,C000075887,Capital Research and Management Company,FARXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class R-1,C000075888,Capital Research and Management Company,RAAXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class R-2,C000075889,Capital Research and Management Company,RABXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class R-3,C000075890,Capital Research and Management Company,RACXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class R-4,C000075891,Capital Research and Management Company,RADXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class R-5,C000075892,Capital Research and Management Company,RAEXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class R-6,C000075893,Capital Research and Management Company,RAFXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class C,C000075895,Capital Research and Management Company,AFCXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class F-1,C000075896,Capital Research and Management Company,AFFXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class F-2,C000075897,Capital Research and Management Company,AFGXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class 529-A,C000075898,Capital Research and Management Company,AAFXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class 529-C,C000075900,Capital Research and Management Company,CCFXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class 529-E,C000075901,Capital Research and Management Company,EAFXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class R-2E,C000148462,Capital Research and Management Company,RBEXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class R-5E,C000164807,Capital Research and Management Company,RAGXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class F-3,C000179955,Capital Research and Management Company,USGXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class 529-T,C000189452,Capital Research and Management Company,TSIXX,
30-Sep-17,1454975,American Funds U.S. Government Money Market Fund,American Funds U.S. Government Money Market Fund,S000025394,Exempt Government,Class T,C000189453,Capital Research and Management Company,TTMXX,
30-Sep-17,1140869,MASTER PORTFOLIO TRUST,Government Portfolio,S000025611,Exempt Government,Government Portfolio,C000076728,Legg Mason Partners Fund Advisor LLC,,Western Asset Management Company
30-Sep-17,908823,PNC ADVANTAGE FUNDS,PNC Advantage Institutional Treasury Money Market Fund,S000026641,Treasury,Advisor Shares,C000079990,"PNC Capital Advisors, LLC",PAYXX,
30-Sep-17,908823,PNC ADVANTAGE FUNDS,PNC Advantage Institutional Treasury Money Market Fund,S000026641,Treasury,Institutional Shares,C000079991,"PNC Capital Advisors, LLC",PAIXX,
30-Sep-17,908823,PNC ADVANTAGE FUNDS,PNC Advantage Institutional Treasury Money Market Fund,S000026641,Treasury,Service Shares,C000079992,"PNC Capital Advisors, LLC",PAEXX,
30-Sep-17,863209,INVESTORS CASH TRUST,Deutsche Variable NAV Money Fund,S000026922,Prime,Capital Shares,C000081110,Deutsche Investment Management Americas Inc.,VNVXX,
30-Sep-17,863209,INVESTORS CASH TRUST,Deutsche Variable NAV Money Fund,S000026922,Prime,Institutional Shares,C000134585,Deutsche Investment Management Americas Inc.,VNIXX,
30-Sep-17,863209,INVESTORS CASH TRUST,Deutsche Central Cash Management Government Fund,S000027049,Exempt Government,Deutsche Central Cash Management Government Fund,C000081371,Deutsche Investment Management Americas Inc.,,
30-Sep-17,896162,DFA INVESTMENT TRUST CO,The DFA Short Term Investment Fund,S000028293,Prime,The DFA Short Term Investment Fund,C000086468,Dimensional Fund Advisors LP,,
30-Sep-17,1081400,WELLS FARGO FUNDS TRUST,Wells Fargo Municipal Cash Management Money Market Fund,S000028412,Other Tax Exempt,Institutional Class,C000086811,"Wells Fargo Funds Management, LLC",EMMXX,"Wells Capital Management, Inc."
30-Sep-17,1081400,WELLS FARGO FUNDS TRUST,Wells Fargo Municipal Cash Management Money Market Fund,S000028412,Other Tax Exempt,Service Class,C000086812,"Wells Fargo Funds Management, LLC",EISXX,"Wells Capital Management, Inc."
30-Sep-17,1081400,WELLS FARGO FUNDS TRUST,Wells Fargo Municipal Cash Management Money Market Fund,S000028412,Other Tax Exempt,Administrator Class,C000090330,"Wells Fargo Funds Management, LLC",WUCXX,"Wells Capital Management, Inc."
30-Sep-17,1352280,Columbia Funds Series Trust II,Columbia Government Money Market Fund,S000031364,Exempt Government,Columbia Government Money Market Fund Class A,C000097504,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",IDSXX,
30-Sep-17,1352280,Columbia Funds Series Trust II,Columbia Government Money Market Fund,S000031364,Exempt Government,Columbia Government Money Market Fund Class C,C000097506,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",RCCXX,
30-Sep-17,1352280,Columbia Funds Series Trust II,Columbia Government Money Market Fund,S000031364,Exempt Government,Columbia Government Money Market Fund Class R,C000097508,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",RVRXX,
30-Sep-17,1352280,Columbia Funds Series Trust II,Columbia Government Money Market Fund,S000031364,Exempt Government,Columbia Government Money Market Fund Class R5,C000097509,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",CMRXX,
30-Sep-17,1352280,Columbia Funds Series Trust II,Columbia Government Money Market Fund,S000031364,Exempt Government,Columbia Government Money Market Fund Class T,C000097510,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",RCWXX,
30-Sep-17,1352280,Columbia Funds Series Trust II,Columbia Government Money Market Fund,S000031364,Exempt Government,Columbia Government Money Market Fund Class Z,C000097511,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",IDYXX,
30-Sep-17,1352280,Columbia Funds Series Trust II,Columbia Government Money Market Fund,S000031364,Exempt Government,Columbia Government Money Market Fund Class Y,C000173885,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",CGMXX,
30-Sep-17,,,Deutsche Government Cash Management Fund,S000032031,Exempt Government,Institutional Shares,C000099741,,BICXX,
30-Sep-17,,,Deutsche Government Cash Reserves Fund Institutional,S000032032,Exempt Government,Institutional Class,C000099742,,BIRXX,
30-Sep-17,1352280,Columbia Funds Series Trust II,Columbia Short-Term Cash Fund,S000032449,Prime,Columbia Short-Term Cash Fund,C000100156,"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",,
30-Sep-17,1029068,ADVISORONE FUNDS,Milestone Treasury Obligations Fund,S000035162,Treasury,Milestone Treasury Obligations Fund Institutional Class Shares,C000108174,"CLS Investments, LLC",MTIXX,
30-Sep-17,1029068,ADVISORONE FUNDS,Milestone Treasury Obligations Fund,S000035162,Treasury,Milestone Treasury Obligations Fund Investor Class Shares,C000108175,"CLS Investments, LLC",MTOXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Treasury Obligations Money Fund,S000036659,Exempt Government/Treasury,Value Advantage Shares,C000112046,"Charles Schwab Investment Management, Inc.",SNOXX,
30-Sep-17,857156,CHARLES SCHWAB FAMILY OF FUNDS,Schwab Treasury Obligations Money Fund,S000036659,Exempt Government/Treasury,Sweep Shares,C000112047,"Charles Schwab Investment Management, Inc.",SNTXX,
30-Sep-17,3794,"AB BOND FUND, INC.",AB Government Reserves Portfolio,S000040013,Exempt Government,Class 1,C000124139,AllianceBernstein LP.,AGRXX,
30-Sep-17,,,Western Asset Institutional U.S. Treasury Obligations Money Market Fund,S000041891,Exempt Government/Treasury,Institutional Shares,C000130074,,LUIXX,Western Asset Management Company
30-Sep-17,,,Western Asset Institutional U.S. Treasury Obligations Money Market Fund,S000041891,Exempt Government/Treasury,Administrative Shares,C000130075,,LAOXX,Western Asset Management Company
30-Sep-17,,,Western Asset Institutional U.S. Treasury Obligations Money Market Fund,S000041891,Exempt Government/Treasury,Investor Shares,C000130076,,LAIXX,Western Asset Management Company
30-Sep-17,1574742,TCG Cash Reserve Money Market Fund,TCG Cash Reserve Money Market Fund,S000041966,Prime,TCG Cash Reserve Money Market Fund Institutional Shares,C000130322,"Catalyst Capital Advisors, LLC",CRIXX,
30-Sep-17,1574745,TCG Daily Liquidity Money Market Fund,TCG Daily Liquidity Money Market Fund,S000041967,Prime,TCG Daily Liquidity Money Market Fund Institution Shares,C000130323,"Catalyst Capital Advisors, LLC",DLIXX,
30-Sep-17,1574746,TCG Financial Series Trust III,TCG Liquid Assets Money Market Fund,S000041968,Prime,TCG Liquid Assets Money Market Fund Institutional Shares,C000130324,"Catalyst Capital Advisors, LLC",LSIXX,
30-Sep-17,1574748,TCG Financial Series Trust IV,TCG Liquidity Plus Money Market Fund,S000041969,Prime,TCG Liquidity Plus Money Market Fund Institutional Shares,C000130325,"Catalyst Capital Advisors, LLC",LPIXX,
30-Sep-17,1574749,TCG Advantage Money Market Fund,TCG Advantage Money Market Fund,S000041970,Prime,TCG Advantage Money Market Fund Institutional Shares,C000130326,"Catalyst Capital Advisors, LLC",GAIXX,
30-Sep-17,1574750,TCG Financial Series Trust VI,TCG Primary Liquidity Money Market Fund,S000041971,Prime,TCG Primary Liquidity Money Market Fund Institutional Shares,C000130327,"Catalyst Capital Advisors, LLC",GQIXX,
30-Sep-17,1574751,TCG Financial Series Trust VII,TCG Max Money Market Fund,S000041972,Prime,TCG Max Money Market Fund Institutional Shares,C000130328,"Catalyst Capital Advisors, LLC",GXIXX,
30-Sep-17,1574757,TCG Financial Series Trust VIII,TCG Premier Money Market Fund,S000041973,Prime,TCG Premier Money Market Fund Institutional Shares,C000130329,"Catalyst Capital Advisors, LLC",GRIXX,
30-Sep-17,1574759,TCG Financial Series Trust IX,TCG Select Money Market Fund,S000041974,Prime,TCG Select Money Market Fund Institutional Shares,C000130330,"Catalyst Capital Advisors, LLC",GLIXX,
30-Sep-17,1574760,TCG Financial Series Trust X,TCG Ultra Money Market Fund,S000041975,Prime,TCG Ultra Money Market Fund Institutional Shares,C000130331,"Catalyst Capital Advisors, LLC",GUIXX,
30-Sep-17,1140869,MASTER PORTFOLIO TRUST,U.S. Treasury Obligations Portfolio,S000042914,Exempt Government/Treasury,U.S. Treasury Obligations Portfolio,C000133025,Legg Mason Partners Fund Advisor LLC,,Western Asset Management Company
30-Sep-17,822977,GOLDMAN SACHS TRUST,Goldman Sachs Financial Square Federal Instruments Fund,S000051190,Exempt Government,Institutional Shares,C000161175,"Goldman Sachs Asset Management, L.P.",FIRXX,
30-Sep-17,822977,GOLDMAN SACHS TRUST,Goldman Sachs Financial Square Federal Instruments Fund,S000051190,Exempt Government,Administration Shares,C000161176,"Goldman Sachs Asset Management, L.P.",FIOXX,
30-Sep-17,822977,GOLDMAN SACHS TRUST,Goldman Sachs Financial Square Federal Instruments Fund,S000051190,Exempt Government,Service Shares,C000161177,"Goldman Sachs Asset Management, L.P.",FILXX,
30-Sep-17,822977,GOLDMAN SACHS TRUST,Goldman Sachs Financial Square Federal Instruments Fund,S000051190,Exempt Government,Preferred Shares,C000161178,"Goldman Sachs Asset Management, L.P.",FIHXX,
